"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.22,,,,,,,,,,,,10/11/2018,4007.54,,,,,,,,,,,,Art,26705.42
"#10 Gummed Flap White Envelopes, 100/Box",16.52,,,,,,,,,,,,10/10/2018,239.36,,,,,,,,,,,,Binders,200028.82
"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,,,,,,,,,,,,10/9/2018,2506.65,,,,,,,,,,,,Bookcases,113813.25
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.33,,,,,,,,,,,,10/8/2018,1823.07,,,,,,,,,,,,Chairs,322822.75
#6 3/4 Gummed Flap White Envelopes,15.84,,,,,,,,,,,,10/7/2018,359.21,,,,,,,,,,,,Copiers,146248.07
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",416.32,,,,,,,,,,,,10/6/2018,2513.35,,,,,,,,,,,,Envelopes,16128.02
12 Colored Short Pencils,6.24,,,,,,,,,,,,10/4/2018,755.53,,,,,,,,,,,,Fasteners,3001.93
12-1/2 Diameter Round Wall Clock,87.92,,,,,,,,,,,,10/3/2018,1252.95,,,,,,,,,,,,Furnishings,89211.98
14-7/8 x 11 Blue Bar Computer Printout Paper,115.3,,,,,,,,,,,,10/2/2018,227.1,,,,,,,,,,,,Labels,12347.71
"24 Capacity Maxi Data Binder Racks, Pearl",505.32,,,,,,,,,,,,9/12/2018,5470.41,,,,,,,,,,,,Machines,189238.68
3.6 Cubic Foot Counter Height Office Refrigerator,530.31,,,,,,,,,,,,9/11/2018,4751.5,,,,,,,,,,,,Paper,76828.34
36X48 HARDFLOOR CHAIRMAT,41.96,,,,,,,,,,,,9/10/2018,1496.6,,,,,,,,,,,,Phones,327782.49
3M Hangers With Command Adhesive,2.96,,,,,,,,,,,,9/9/2018,4356.07,,,,,,,,,,,,Storage,219343.37
3M Office Air Cleaner,155.88,,,,,,,,,,,,9/7/2018,1671.21,,,,,,,,,,,,Supplies,46420.29
3M Organizer Strips,16.2,,,,,,,,,,,,9/6/2018,939.14,,,,,,,,,,,,Tables,202810.77
3M Polarizing Light Filter Sleeves,59.68,,,,,,,,,,,,9/5/2018,1078.22,,,,,,,,,,,,Grand Total,2261331.94
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",1095.84,,,,,,,,,,,,9/4/2018,1626.71,,,,,,,,,,,,,
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,53.09,,,,,,,,,,,,9/3/2018,710.8,,,,,,,,,,,,,
4009 Highlighters by Sanford,6.37,,,,,,,,,,,,9/2/2018,773.75,,,,,,,,,,,,,
50 Colored Long Pencils,10.16,,,,,,,,,,,,9/1/2018,274.49,,,,,,,,,,,,,
"6"" Cubicle Wall Clock, Black",9.71,,,,,,,,,,,,8/12/2018,7643.04,,,,,,,,,,,,,
Aastra 57i VoIP phone,1454.49,,,,,,,,,,,,8/11/2018,384.1,,,,,,,,,,,,,
Aastra 6757i CT Wireless VoIP phone,344.7,,,,,,,,,,,,8/10/2018,608.35,,,,,,,,,,,,,
Acco 3-Hole Punch,49.06,,,,,,,,,,,,8/9/2018,2184.34,,,,,,,,,,,,,
Acco 6 Outlet Guardian Basic Surge Suppressor,4.99,,,,,,,,,,,,8/7/2018,1980.27,,,,,,,,,,,,,
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,216.17,,,,,,,,,,,,8/6/2018,2227.05,,,,,,,,,,,,,
Acco 6 Outlet Guardian Premium Surge Suppressor,77.17,,,,,,,,,,,,8/5/2018,3658.55,,,,,,,,,,,,,
Acco 6 Outlet Guardian Standard Surge Suppressor,65.29,,,,,,,,,,,,8/4/2018,6401.93,,,,,,,,,,,,,
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",510.63,,,,,,,,,,,,8/3/2018,843.1,,,,,,,,,,,,,
"Acco Banker's Clasps, 5 3/4""-Long",2.3,,,,,,,,,,,,8/1/2018,892.98,,,,,,,,,,,,,
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",24.85,,,,,,,,,,,,7/12/2018,2916.51,,,,,,,,,,,,,
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",10.43,,,,,,,,,,,,7/11/2018,2413.37,,,,,,,,,,,,,
Acco D-Ring Binder w/DublLock,55.59,,,,,,,,,,,,7/10/2018,2749.2,,,,,,,,,,,,,
Acco Economy Flexible Poly Round Ring Binder,1.04,,,,,,,,,,,,7/9/2018,3848.57,,,,,,,,,,,,,
Acco Expandable Hanging Binders,12.76,,,,,,,,,,,,7/8/2018,3479.62,,,,,,,,,,,,,
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",26.03,,,,,,,,,,,,7/7/2018,1620.25,,,,,,,,,,,,,
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",14.9,,,,,,,,,,,,7/5/2018,2549.46,,,,,,,,,,,,,
Acco Hanging Data Binders,2.29,,,,,,,,,,,,7/4/2018,1971.29,,,,,,,,,,,,,
Acco Hot Clips Clips to Go,34.22,,,,,,,,,,,,7/3/2018,166.59,,,,,,,,,,,,,
Acco Perma 2700 Stacking Storage Drawers,47.58,,,,,,,,,,,,7/1/2018,3395.59,,,,,,,,,,,,,
Acco Perma 3000 Stacking Storage Drawers,79.72,,,,,,,,,,,,6/12/2018,10.68,,,,,,,,,,,,,
Acco Perma 4000 Stacking Storage Drawers,45.47,,,,,,,,,,,,6/11/2018,4288.74,,,,,,,,,,,,,
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",16.76,,,,,,,,,,,,6/10/2018,1180.82,,,,,,,,,,,,,
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",41.24,,,,,,,,,,,,6/8/2018,1424.03,,,,,,,,,,,,,
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,,,,,,,,,,,,6/7/2018,380.39,,,,,,,,,,,,,
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",8.61,,,,,,,,,,,,6/6/2018,31.35,,,,,,,,,,,,,
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",2.89,,,,,,,,,,,,6/5/2018,2991.4,,,,,,,,,,,,,
Acco Side-Punched Conventional Columnar Pads,22.21,,,,,,,,,,,,6/4/2018,114.42,,,,,,,,,,,,,
"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,,,,,,,,,,,,6/3/2018,778.24,,,,,,,,,,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.41,,,,,,,,,,,,6/2/2018,904.35,,,,,,,,,,,,,
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",167.54,,,,,,,,,,,,6/1/2018,33.74,,,,,,,,,,,,,
Acco Suede Grain Vinyl Round Ring Binder,1.67,,,,,,,,,,,,5/12/2018,1248.12,,,,,,,,,,,,,
Acco Translucent Poly Ring Binders,2.81,,,,,,,,,,,,5/11/2018,2355.06,,,,,,,,,,,,,
"ACCOHIDE 3-Ring Binder, Blue, 1""",20.65,,,,,,,,,,,,5/10/2018,6684.61,,,,,,,,,,,,,
ACCOHIDE Binder by Acco,41.3,,,,,,,,,,,,5/9/2018,327.04,,,,,,,,,,,,,
Accohide Poly Flexible Ring Binders,7.48,,,,,,,,,,,,5/8/2018,503.68,,,,,,,,,,,,,
"Acme 10"" Easy Grip Assistive Scissors",122.71,,,,,,,,,,,,5/7/2018,476.35,,,,,,,,,,,,,
Acme Box Cutter Scissors,40.92,,,,,,,,,,,,5/6/2018,491.12,,,,,,,,,,,,,
Acme Elite Stainless Steel Scissors,20.01,,,,,,,,,,,,5/5/2018,185.12,,,,,,,,,,,,,
Acme Forged Steel Scissors with Black Enamel Handles,59.58,,,,,,,,,,,,5/3/2018,1240.02,,,,,,,,,,,,,
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",22.24,,,,,,,,,,,,5/2/2018,2263.01,,,,,,,,,,,,,
Acme Office Executive Series Stainless Steel Trimmers,20.57,,,,,,,,,,,,4/12/2018,2639.64,,,,,,,,,,,,,
Acme Stainless Steel Office Snips,62.52,,,,,,,,,,,,4/11/2018,10668.09,,,,,,,,,,,,,
Acme Tagit Stainless Steel Antibacterial Scissors,87.12,,,,,,,,,,,,4/10/2018,19.98,,,,,,,,,,,,,
Acme Titanium Bonded Scissors,25.5,,,,,,,,,,,,4/9/2018,5360.18,,,,,,,,,,,,,
Acme Value Line Scissors,2.92,,,,,,,,,,,,4/8/2018,20.07,,,,,,,,,,,,,
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",41.28,,,,,,,,,,,,4/6/2018,279.41,,,,,,,,,,,,,
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",11.17,,,,,,,,,,,,4/5/2018,1146.24,,,,,,,,,,,,,
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",59.07,,,,,,,,,,,,4/4/2018,808.47,,,,,,,,,,,,,
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",52.92,,,,,,,,,,,,4/3/2018,228.82,,,,,,,,,,,,,
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",127.68,,,,,,,,,,,,4/2/2018,32.67,,,,,,,,,,,,,
"Adams Telephone Message Books, 5 1/4” x 11”",14.49,,,,,,,,,,,,3/12/2018,1403.84,,,,,,,,,,,,,
Adjustable Depth Letter/Legal Cart,435.5,,,,,,,,,,,,3/11/2018,4536.94,,,,,,,,,,,,,
Adjustable Personal File Tote,166.06,,,,,,,,,,,,3/10/2018,2504.48,,,,,,,,,,,,,
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",418.32,,,,,,,,,,,,3/9/2018,1595.85,,,,,,,,,,,,,
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,,,,,,,,,,,,3/8/2018,514.83,,,,,,,,,,,,,
Advantus Map Pennant Flags and Round Head Tacks,36.34,,,,,,,,,,,,3/7/2018,6963.41,,,,,,,,,,,,,
Advantus Motivational Note Cards,125.76,,,,,,,,,,,,3/6/2018,2952.03,,,,,,,,,,,,,
Advantus Panel Wall Acrylic Frame,14.22,,,,,,,,,,,,3/5/2018,1386.35,,,,,,,,,,,,,
Advantus Plastic Paper Clips,67,,,,,,,,,,,,3/4/2018,32.53,,,,,,,,,,,,,
Advantus Push Pins,13.52,,,,,,,,,,,,3/3/2018,2000.1,,,,,,,,,,,,,
"Advantus Push Pins, Aluminum Head",87.15,,,,,,,,,,,,3/2/2018,922.32,,,,,,,,,,,,,
Advantus Rolling Drawer Organizers,61.57,,,,,,,,,,,,3/1/2018,2070.27,,,,,,,,,,,,,
Advantus Rolling Storage Box,109.76,,,,,,,,,,,,2/12/2018,9951.19,,,,,,,,,,,,,
Advantus T-Pin Paper Clips,25.25,,,,,,,,,,,,2/11/2018,6294.39,,,,,,,,,,,,,
Airmail Envelopes,604.3,,,,,,,,,,,,2/10/2018,5418.02,,,,,,,,,,,,,
Akro Stacking Bins,31.56,,,,,,,,,,,,2/9/2018,8652.34,,,,,,,,,,,,,
Akro-Mils 12-Gallon Tote,43.69,,,,,,,,,,,,2/7/2018,169.19,,,,,,,,,,,,,
Alphabetical Labels for Top Tab Filing,150.96,,,,,,,,,,,,2/6/2018,135.7,,,,,,,,,,,,,
Aluminum Document Frame,12.22,,,,,,,,,,,,2/5/2018,399.11,,,,,,,,,,,,,
Aluminum Screw Posts,15.26,,,,,,,,,,,,2/4/2018,822.97,,,,,,,,,,,,,
AmazonBasics 3-Button USB Wired Mouse,22.37,,,,,,,,,,,,2/3/2018,1450.14,,,,,,,,,,,,,
Ames Color-File Green Diamond Border X-ray Mailers,604.66,,,,,,,,,,,,2/2/2018,913.35,,,,,,,,,,,,,
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",7.94,,,,,,,,,,,,2/1/2018,2079.54,,,,,,,,,,,,,
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",24.52,,,,,,,,,,,,1/12/2018,5331.18,,,,,,,,,,,,,
"Angle-D Binders with Locking Rings, Label Holders",16.06,,,,,,,,,,,,1/11/2018,2921.43,,,,,,,,,,,,,
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,159.92,,,,,,,,,,,,1/10/2018,2978.47,,,,,,,,,,,,,
Anker Astro 15000mAh USB Portable Charger,149.97,,,,,,,,,,,,1/9/2018,1261.81,,,,,,,,,,,,,
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.98,,,,,,,,,,,,1/8/2018,2085.65,,,,,,,,,,,,,
APC 7 Outlet Network SurgeArrest Surge Protector,96.57,,,,,,,,,,,,1/7/2018,639.83,,,,,,,,,,,,,
Apple EarPods with Remote and Mic,67.18,,,,,,,,,,,,1/6/2018,586.04,,,,,,,,,,,,,
Apple iPhone 5C,399.96,,,,,,,,,,,,1/5/2018,4108.37,,,,,,,,,,,,,
Apple iPhone 5S,2735.95,,,,,,,,,,,,1/4/2018,5972.98,,,,,,,,,,,,,
ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,,,,,,,,,,,,1/1/2018,1481.83,,,,,,,,,,,,,
Array Memo Cubes,8.29,,,,,,,,,,,,12/12/2017,1874.04,,,,,,,,,,,,,
"Array Parchment Paper, Assorted Colors",11.65,,,,,,,,,,,,12/11/2017,4914.93,,,,,,,,,,,,,
Assorted Color Push Pins,5.8,,,,,,,,,,,,12/9/2017,2043.79,,,,,,,,,,,,,
Astroparche Fine Business Paper,8.45,,,,,,,,,,,,12/8/2017,3951.95,,,,,,,,,,,,,
AT&T 1080 Corded phone,328.78,,,,,,,,,,,,12/7/2017,95.76,,,,,,,,,,,,,
AT&T 1080 Phone,1479.49,,,,,,,,,,,,12/6/2017,2962.55,,,,,,,,,,,,,
AT&T 17929 Lendline Telephone,497.64,,,,,,,,,,,,12/5/2017,918.88,,,,,,,,,,,,,
AT&T 841000 Phone,207,,,,,,,,,,,,12/4/2017,1542.52,,,,,,,,,,,,,
AT&T CL82213,86.97,,,,,,,,,,,,12/3/2017,1694.64,,,,,,,,,,,,,
AT&T CL83451 4-Handset Telephone,329.58,,,,,,,,,,,,12/2/2017,1366.04,,,,,,,,,,,,,
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,,,,,,,,,,,,11/12/2017,6102.26,,,,,,,,,,,,,
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.73,,,,,,,,,,,,11/11/2017,4944.29,,,,,,,,,,,,,
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3011.71,,,,,,,,,,,,11/10/2017,33.06,,,,,,,,,,,,,
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",3070,,,,,,,,,,,,11/9/2017,6402.03,,,,,,,,,,,,,
Avanti 1.7 Cu. Ft. Refrigerator,706.86,,,,,,,,,,,,11/8/2017,151.82,,,,,,,,,,,,,
Avanti 4.4 Cu. Ft. Refrigerator,180.98,,,,,,,,,,,,11/6/2017,1623.4,,,,,,,,,,,,,
Avaya 5420 Digital phone,1268.91,,,,,,,,,,,,11/5/2017,5.98,,,,,,,,,,,,,
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",134.33,,,,,,,,,,,,11/3/2017,896.03,,,,,,,,,,,,,
Avery 475,133.2,,,,,,,,,,,,11/2/2017,69.93,,,,,,,,,,,,,
Avery 476,32.21,,,,,,,,,,,,11/1/2017,149.44,,,,,,,,,,,,,
Avery 479,6.26,,,,,,,,,,,,10/12/2017,3453.23,,,,,,,,,,,,,
Avery 480,3.75,,,,,,,,,,,,10/11/2017,4723.49,,,,,,,,,,,,,
Avery 481,21.56,,,,,,,,,,,,10/10/2017,252.36,,,,,,,,,,,,,
Avery 483,26.89,,,,,,,,,,,,10/9/2017,2094.32,,,,,,,,,,,,,
Avery 485,75.18,,,,,,,,,,,,10/7/2017,895.9,,,,,,,,,,,,,
Avery 486,14.62,,,,,,,,,,,,10/6/2017,1412.4,,,,,,,,,,,,,
Avery 487,11.07,,,,,,,,,,,,10/5/2017,763.02,,,,,,,,,,,,,
Avery 489,41.4,,,,,,,,,,,,10/4/2017,950.59,,,,,,,,,,,,,
Avery 49,34.56,,,,,,,,,,,,10/3/2017,7879.73,,,,,,,,,,,,,
Avery 490,56.24,,,,,,,,,,,,10/1/2017,174.75,,,,,,,,,,,,,
Avery 491,42.13,,,,,,,,,,,,9/12/2017,1855.49,,,,,,,,,,,,,
Avery 493,31.42,,,,,,,,,,,,9/11/2017,479.97,,,,,,,,,,,,,
Avery 494,2.09,,,,,,,,,,,,9/10/2017,546.93,,,,,,,,,,,,,
Avery 495,50.4,,,,,,,,,,,,9/9/2017,84.99,,,,,,,,,,,,,
Avery 497,2.46,,,,,,,,,,,,9/8/2017,661.36,,,,,,,,,,,,,
Avery 498,29.48,,,,,,,,,,,,9/7/2017,573.29,,,,,,,,,,,,,
Avery 499,23.91,,,,,,,,,,,,9/6/2017,1688.47,,,,,,,,,,,,,
Avery 50,60.14,,,,,,,,,,,,9/5/2017,1283.51,,,,,,,,,,,,,
Avery 501,14.76,,,,,,,,,,,,9/4/2017,1115.2,,,,,,,,,,,,,
Avery 502,5.04,,,,,,,,,,,,9/3/2017,635.6,,,,,,,,,,,,,
Avery 503,51.75,,,,,,,,,,,,9/2/2017,121.83,,,,,,,,,,,,,
Avery 505,82.88,,,,,,,,,,,,9/1/2017,743.05,,,,,,,,,,,,,
Avery 508,41.24,,,,,,,,,,,,8/12/2017,4709.08,,,,,,,,,,,,,
Avery 51,39.06,,,,,,,,,,,,8/11/2017,993.9,,,,,,,,,,,,,
Avery 510,6,,,,,,,,,,,,8/10/2017,561.53,,,,,,,,,,,,,
Avery 511,48.67,,,,,,,,,,,,8/9/2017,4493.99,,,,,,,,,,,,,
Avery 513,14.94,,,,,,,,,,,,8/8/2017,1115.2,,,,,,,,,,,,,
Avery 515,62.65,,,,,,,,,,,,8/7/2017,2616.52,,,,,,,,,,,,,
Avery 519,14.62,,,,,,,,,,,,8/5/2017,1340.25,,,,,,,,,,,,,
Avery 52,5.9,,,,,,,,,,,,8/4/2017,2906.39,,,,,,,,,,,,,
Avery 520,24.57,,,,,,,,,,,,8/3/2017,2190.81,,,,,,,,,,,,,
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,,,,,,,,,,,,8/2/2017,1369.48,,,,,,,,,,,,,
Avery Arch Ring Binders,104.58,,,,,,,,,,,,8/1/2017,1859.16,,,,,,,,,,,,,
Avery Binding System Hidden Tab Executive Style Index Sets,49.62,,,,,,,,,,,,7/11/2017,3810.47,,,,,,,,,,,,,
Avery Durable Binders,55.87,,,,,,,,,,,,7/10/2017,973.71,,,,,,,,,,,,,
"Avery Durable Plastic 1"" Binders",29.96,,,,,,,,,,,,7/8/2017,179.97,,,,,,,,,,,,,
Avery Durable Poly Binders,14.38,,,,,,,,,,,,7/7/2017,3882.23,,,,,,,,,,,,,
Avery Durable Slant Ring Binders,3.17,,,,,,,,,,,,7/6/2017,51.56,,,,,,,,,,,,,
Avery Durable Slant Ring Binders With Label Holder,0.84,,,,,,,,,,,,7/5/2017,4835.97,,,,,,,,,,,,,
"Avery Durable Slant Ring Binders, No Labels",17.51,,,,,,,,,,,,7/4/2017,1900.31,,,,,,,,,,,,,
Avery File Folder Labels,27.65,,,,,,,,,,,,7/3/2017,21.07,,,,,,,,,,,,,
"Avery Flip-Chart Easel Binder, Black",98.47,,,,,,,,,,,,7/2/2017,762.14,,,,,,,,,,,,,
Avery Fluorescent Highlighter Four-Color Set,24.05,,,,,,,,,,,,7/1/2017,83.58,,,,,,,,,,,,,
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.98,,,,,,,,,,,,6/12/2017,2859.97,,,,,,,,,,,,,
Avery Hanging File Binders,41.86,,,,,,,,,,,,6/11/2017,773.25,,,,,,,,,,,,,
Avery Heavy-Duty EZD View Binder with Locking Rings,118.67,,,,,,,,,,,,6/10/2017,830.4,,,,,,,,,,,,,
Avery Hidden Tab Dividers for Binding Systems,6.56,,,,,,,,,,,,6/9/2017,1313.52,,,,,,,,,,,,,
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",7.8,,,,,,,,,,,,6/8/2017,320.39,,,,,,,,,,,,,
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",73.26,,,,,,,,,,,,6/6/2017,5477.35,,,,,,,,,,,,,
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,,,,,,,,,,,,6/5/2017,236.97,,,,,,,,,,,,,
Avery Hi-Liter Smear-Safe Highlighters,47.89,,,,,,,,,,,,6/4/2017,1294.75,,,,,,,,,,,,,
Avery Hole Reinforcements,24.92,,,,,,,,,,,,6/3/2017,811.3,,,,,,,,,,,,,
Avery Non-Stick Binders,13.47,,,,,,,,,,,,6/2/2017,132.22,,,,,,,,,,,,,
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,,,,,,,,,,,,5/12/2017,5138.94,,,,,,,,,,,,,
Avery Personal Creations Heavyweight Cards,64.62,,,,,,,,,,,,5/11/2017,4266.9,,,,,,,,,,,,,
Avery Poly Binder Pockets,19.33,,,,,,,,,,,,5/9/2017,5226.36,,,,,,,,,,,,,
Avery Premier Heavy-Duty Binder with Round Locking Rings,17.14,,,,,,,,,,,,5/8/2017,197.05,,,,,,,,,,,,,
Avery Printable Repositionable Plastic Tabs,44.72,,,,,,,,,,,,5/6/2017,659.82,,,,,,,,,,,,,
Avery Recycled Flexi-View Covers for Binding Systems,80.15,,,,,,,,,,,,5/5/2017,2701.29,,,,,,,,,,,,,
Avery Reinforcements for Hole-Punch Pages,6.73,,,,,,,,,,,,5/4/2017,1046.33,,,,,,,,,,,,,
Avery Round Ring Poly Binders,19.88,,,,,,,,,,,,5/3/2017,162.34,,,,,,,,,,,,,
Avery Self-Adhesive Photo Pockets for Polaroid Photos,4.08,,,,,,,,,,,,5/2/2017,2994.48,,,,,,,,,,,,,
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",24.59,,,,,,,,,,,,5/1/2017,255.9,,,,,,,,,,,,,
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.46,,,,,,,,,,,,4/12/2017,944.29,,,,,,,,,,,,,
Bady BDG101FRU Card Printer,1439.98,,,,,,,,,,,,4/11/2017,3888.82,,,,,,,,,,,,,
Bagged Rubber Bands,5.04,,,,,,,,,,,,4/10/2017,5912.78,,,,,,,,,,,,,
Balt Solid Wood Rectangular Table,210.98,,,,,,,,,,,,4/9/2017,1707.81,,,,,,,,,,,,,
Balt Solid Wood Round Tables,2678.94,,,,,,,,,,,,4/8/2017,497.9,,,,,,,,,,,,,
Balt Split Level Computer Training Table,69.38,,,,,,,,,,,,4/7/2017,1651.31,,,,,,,,,,,,,
"Belkin 19"" Center-Weighted Shelf, Gray",235.92,,,,,,,,,,,,4/6/2017,2316.52,,,,,,,,,,,,,
"Belkin 19"" Vented Equipment Shelf, Black",370.66,,,,,,,,,,,,4/4/2017,970.19,,,,,,,,,,,,,
"Belkin 325VA UPS Surge Protector, 6'",362.94,,,,,,,,,,,,4/3/2017,315.45,,,,,,,,,,,,,
Belkin 5 Outlet SurgeMaster Power Centers,904.37,,,,,,,,,,,,4/2/2017,197.87,,,,,,,,,,,,,
Belkin 6 Outlet Metallic Surge Strip,33.76,,,,,,,,,,,,4/1/2017,1069.22,,,,,,,,,,,,,
Belkin 7-Outlet SurgeMaster Home Series,5.59,,,,,,,,,,,,3/12/2017,5269.82,,,,,,,,,,,,,
Belkin 8 Outlet Surge Protector,360.62,,,,,,,,,,,,3/11/2017,3802.8,,,,,,,,,,,,,
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,293.9,,,,,,,,,,,,3/10/2017,1680.7,,,,,,,,,,,,,
Belkin F8E887 USB Wired Ergonomic Keyboard,185.94,,,,,,,,,,,,3/9/2017,2365.59,,,,,,,,,,,,,
Belkin F9G930V10-GRY 9 Outlet Surge,21.39,,,,,,,,,,,,3/8/2017,248.82,,,,,,,,,,,,,
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,244.92,,,,,,,,,,,,3/7/2017,847.7,,,,,,,,,,,,,
Belkin F9S820V06 8 Outlet Surge,71.45,,,,,,,,,,,,3/5/2017,1099.02,,,,,,,,,,,,,
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,29.85,,,,,,,,,,,,3/4/2017,441.2,,,,,,,,,,,,,
Belkin iPhone and iPad Lightning Cable,11.99,,,,,,,,,,,,3/3/2017,7264.42,,,,,,,,,,,,,
Belkin Premiere Surge Master II 8-outlet surge protector,145.73,,,,,,,,,,,,3/2/2017,866.4,,,,,,,,,,,,,
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",59.96,,,,,,,,,,,,3/1/2017,2095.83,,,,,,,,,,,,,
Belkin Standard 104 key USB Keyboard,81.71,,,,,,,,,,,,2/12/2017,4684.61,,,,,,,,,,,,,
Bestar Classic Bookcase,67.99,,,,,,,,,,,,2/10/2017,18452.97,,,,,,,,,,,,,
Bevis 36 x 72 Conference Tables,871.43,,,,,,,,,,,,2/9/2017,6792.21,,,,,,,,,,,,,
